epoch,val_loss,val_accuracy,loss,accuracy

0,2.389802932739258,0.1736111044883728,2.4012337317441235,0.07130124419927597

1,2.3812265396118164,0.1795332133769989,2.383202043659122,0.16577540338039398

2,2.36264705657959,0.17773787677288055,2.371015896771681,0.15508021414279938

3,2.308781623840332,0.17055656015872955,2.3575877613491483,0.1701388955116272

4,2.3049685955047607,0.1795332133769989,2.3356475035349527,0.16755792498588562

5,2.345168113708496,0.1795332133769989,2.293356479305924,0.15750916302204132

6,2.2240817546844482,0.21364451944828033,2.279699897596118,0.18003565073013306

7,2.441401243209839,0.1795332133769989,2.243710067537096,0.1684027761220932

8,2.3309407234191895,0.18132854998111725,2.1966637485592546,0.16399286687374115

9,1.1157575845718384,0.17414721846580505,2.160868308548409,0.19607843458652496

10,2.107456684112549,0.22800718247890472,2.195155832793686,0.17582418024539948

11,1.8709068298339844,0.13644523918628693,2.222250739733378,0.2013888955116272

12,2.8486111164093018,0.19210053980350494,2.1672900063043823,0.17468805611133575

13,2.196789026260376,0.1903052031993866,2.2042928224366403,0.21212121844291687

14,2.1058735847473145,0.18491920828819275,2.130953167849046,0.2245989292860031

15,1.7349117994308472,0.21184919774532318,2.1233956873310653,0.18894830346107483

16,1.9166924953460693,0.24596050381660461,1.9931636834102093,0.2388591766357422

17,3.110793113708496,0.26929983496665955,2.0576297497366838,0.23529411852359772

18,2.7844858169555664,0.33213645219802856,2.0775889789356903,0.22638146579265594

19,2.4318339824676514,0.2864583432674408,1.9585917191496933,0.29411765933036804

20,2.144217014312744,0.3123877942562103,1.8829462929842944,0.27450981736183167

21,1.5619593858718872,0.28725314140319824,1.8973680762258656,0.27450981736183167

22,1.20743989944458,0.27648115158081055,1.7670445640881856,0.3194444477558136

23,1.4715814590454102,0.27289047837257385,1.7329983829141973,0.30219781398773193

24,1.3715219497680664,0.3177737891674042,1.6915541426170744,0.3137255012989044

25,1.793537974357605,0.2567324936389923,1.6799908823295497,0.31550800800323486

26,1.9084316492080688,0.315978467464447,1.7480753332960839,0.2798573970794678

27,2.522366523742676,0.35008975863456726,1.6415930858907852,0.3386809229850769

28,1.627862572669983,0.3339317739009857,1.6771619319915771,0.3246527910232544

29,0.9750025272369385,0.32136446237564087,1.5733318792094946,0.3529411852359772

30,1.9477970600128174,0.3123877942562103,1.666665574569842,0.35164836049079895

31,2.0868871212005615,0.31956911087036133,1.6594789293077257,0.3350694477558136

32,2.0489184856414795,0.323159784078598,1.6676164852744118,0.3475935757160187

33,1.9008899927139282,0.36086174845695496,1.5827369105582143,0.3279857337474823

34,1.702771544456482,0.3447037637233734,1.6274584999271469,0.3190730810165405

35,1.4442161321640015,0.38599640130996704,1.5255758515866258,0.3529411852359772

36,2.3593251705169678,0.3877917528152466,1.543524873447928,0.3921568691730499

37,2.6879947185516357,0.3877917528152466,1.4784630809025756,0.39750444889068604

38,1.3669540882110596,0.3576388955116272,1.5030735420883232,0.4064171016216278

39,1.8853888511657715,0.4057450592517853,1.6182110298976116,0.34046345949172974

40,1.1132360696792603,0.3949730694293976,1.5285627170467546,0.3440285325050354

41,1.1355650424957275,0.3447037637233734,1.4669786224178238,0.40463459491729736

42,1.5946204662322998,0.3105924725532532,1.5852177536211336,0.35650622844696045

43,1.1214933395385742,0.3913823962211609,1.4859354997488692,0.4010695219039917

44,1.2162508964538574,0.4290843904018402,1.4307563702265422,0.4184027910232544

45,1.4762108325958252,0.44165170192718506,1.4003065940224644,0.44871795177459717

46,2.572115898132324,0.42010772228240967,1.3781882996227652,0.42959001660346985

47,0.6363247036933899,0.47396767139434814,1.4336581606278445,0.3957219123840332

48,1.2060294151306152,0.409335732460022,1.5483208146749758,0.3850267231464386

49,1.6253976821899414,0.4542190432548523,1.5604089526144154,0.3850267231464386

50,1.652640700340271,0.4021543860435486,1.4070213635762532,0.4444444477558136

51,1.762585163116455,0.4290843904018402,1.3979136342458334,0.4206773638725281

52,1.271704912185669,0.44165170192718506,1.3547865001709907,0.44688645005226135

53,1.7365550994873047,0.4398563802242279,1.3641298744413588,0.4288194477558136

54,0.9107799530029297,0.5026929974555969,1.3338790709109656,0.4491978585720062

55,2.2390007972717285,0.43447038531303406,1.3075859187546048,0.4527629315853119

56,2.3767077922821045,0.5044883489608765,1.3382123479231156,0.46167558431625366

57,0.6818665266036987,0.4826388955116272,1.2832907053663556,0.48306596279144287

58,1.7432360649108887,0.5296229720115662,1.2505531925143618,0.49732619524002075

59,1.2596138715744019,0.42010772228240967,1.2571632166172306,0.5098039507865906

60,1.064877986907959,0.44524237513542175,1.2896222604645624,0.5260416865348816

61,0.9686418771743774,0.5044883489608765,1.1831368570362693,0.5347985625267029

62,1.3134939670562744,0.5529623031616211,1.2472120381081593,0.5044563412666321

63,1.1585333347320557,0.5026929974555969,1.1155823163170229,0.5953654050827026

64,1.2001829147338867,0.5044883489608765,1.221450795729955,0.5208333134651184

65,1.2541272640228271,0.5583482980728149,1.2408121250529978,0.541889488697052

66,0.9373515844345093,0.5798922777175903,1.2020321702345824,0.5164835453033447

