epoch,val_loss,val_accuracy,loss,accuracy
67,0.2886703610420227,0.5080789923667908,1.14456591759136,0.565062403678894

68,1.0963609218597412,0.5170556306838989,1.2579473223951128,0.5190972089767456

69,1.1519854068756104,0.5493716597557068,1.0802409625520892,0.5864527821540833

70,1.816769003868103,0.5583482980728149,1.102679395420666,0.5828877091407776

71,1.0803115367889404,0.5529623031616211,1.0783605822054885,0.5757575631141663

72,1.7001028060913086,0.4937163293361664,1.1046041396849933,0.5614973306655884

73,0.9305616021156311,0.5421903133392334,1.1099503888165887,0.5614973306655884

74,1.841414451599121,0.49910232424736023,1.0449460840480214,0.5561497211456299

75,2.256091594696045,0.5691202878952026,1.0655610950235377,0.5846702456474304

76,1.171570897102356,0.5642361044883728,1.0674381956272159,0.5329768061637878

77,1.4877468347549438,0.5511669516563416,0.9913172084379961,0.6167557835578918

78,0.7398126721382141,0.6337522268295288,0.970043314827813,0.6232638955116272

79,0.6975184679031372,0.520646333694458,1.1179016523963803,0.5421245694160461

80,1.2277095317840576,0.5834829211235046,1.0402196522490013,0.6114081740379333

81,1.0761035680770874,0.6068222522735596,0.9476446800478427,0.6238859295845032

82,0.4422566294670105,0.5296229720115662,0.9666776888900332,0.6180555820465088

83,1.0745813846588135,0.5475763082504272,0.9629288690212445,0.5952380895614624

84,1.422404408454895,0.5547576546669006,0.9574936462773217,0.6128472089767456

85,1.278070092201233,0.5619389414787292,0.9946728228672728,0.5935828685760498

86,1.188443660736084,0.5942549109458923,0.8994479691493532,0.6434937715530396

87,1.7153618335723877,0.628366231918335,0.8414977588118079,0.6524063944816589

88,0.9149183034896851,0.5978456139564514,1.0118903363664733,0.5935828685760498

89,0.8485890626907349,0.5026929974555969,0.9776481661992065,0.5828877091407776

90,1.0019440650939941,0.6391382217407227,0.9423393719761555,0.638146162033081

91,0.9324396848678589,0.6337522268295288,0.8893550268893998,0.6327985525131226

92,0.6646414995193481,0.5493716597557068,0.9192788425164345,0.6446886658668518

93,1.7293710708618164,0.5439856648445129,0.9941360652446747,0.6197916865348816

94,2.4482016563415527,0.6535009145736694,0.8704653179369296,0.6524063944816589

95,0.9831492304801941,0.6163194179534912,0.8861959248303092,0.6595365405082703

96,1.2157676219940186,0.6193895936012268,0.8665635897089028,0.6577540040016174

97,0.8185089826583862,0.6337522268295288,0.867820659529504,0.648841381072998

98,0.569349467754364,0.5888689160346985,0.7862694469577701,0.7005347609519958

99,0.9947554469108582,0.576301634311676,0.9573688468831109,0.5900177955627441

