,val_loss,val_accuracy,loss,accuracy
0,6.831821441650391,0.1475694477558136,2.268644346485376,0.18003565073013306
1,4.194350242614746,0.14183123409748077,1.7510290147998966,0.41354724764823914
2,0.4540158212184906,0.12387792021036148,1.4863843401485586,0.5133689641952515
3,0.5250856280326843,0.12028725445270538,1.2803708548639334,0.5846702456474304
4,4.617036819458008,0.11310592293739319,1.1409029380522948,0.6417112350463867
5,11.038032531738281,0.14003591239452362,1.0389884650813492,0.6934046149253845
6,8.070487976074219,0.14362657070159912,0.9119884802235497,0.7586805820465088
7,7.404938697814941,0.13824057579040527,0.8744914047220812,0.7504456043243408
8,2.9297401905059814,0.12567324936389923,0.8027227711125066,0.7468805909156799
9,4.822350978851318,0.12208258360624313,0.7851960464711591,0.7875458002090454
10,4.529017448425293,0.12746858596801758,0.7249333604559329,0.7789661288261414
11,4.624419212341309,0.12567324936389923,0.6693222432425527,0.8003565073013306
12,9.670641899108887,0.12567324936389923,0.6352645605802536,0.8298611044883728
13,4.0763959884643555,0.12028725445270538,0.6384325154962387,0.8235294222831726
14,11.320680618286133,0.09335727244615555,0.5828963613117134,0.8516483306884766
15,27.860244750976562,0.10412926226854324,0.5790726062324312,0.8402777910232544
16,21.784122467041016,0.12567324936389923,0.5670727094014486,0.8467023372650146
17,30.221115112304688,0.12567324936389923,0.5495042231418658,0.8520498871803284
18,8.399882316589355,0.12567324936389923,0.547882159763479,0.8253119587898254
19,16.63522720336914,0.1232638880610466,0.5070439988279087,0.8520498871803284
